College,Major,Class
ENGR,Agricultural Engineering- B.S. - land and water resources engineering option,A B E 413
ENGR,Agricultural Engineering- B.S. - land and water resources engineering option,M E 324
ENGR,Agricultural Engineering- B.S. - land and water resources engineering option,I E 305
ENGR,Agricultural Engineering- B.S. - land and water resources engineering option,M E 325
ENGR,Agricultural Engineering- B.S. - land and water resources engineering option,ENGR 101
ENGR,Agricultural Engineering- B.S. - land and water resources engineering option,A B E 110
ENGR,Agricultural Engineering- B.S. - land and water resources engineering option,A B E 170
ENGR,Agricultural Engineering- B.S. - land and water resources engineering option,A B E 160
ENGR,Agricultural Engineering- B.S. - land and water resources engineering option,CHEM 167
ENGR,Agricultural Engineering- B.S. - land and water resources engineering option,MATH 166
ENGR,Agricultural Engineering- B.S. - land and water resources engineering option,MATH 165
ENGR,Agricultural Engineering- B.S. - land and water resources engineering option,ENGL 250
ENGR,Agricultural Engineering- B.S. - land and water resources engineering option,ENGL 150
ENGR,Agricultural Engineering- B.S. - land and water resources engineering option,LIB 160
ENGR,Agricultural Engineering- B.S. - land and water resources engineering option,A B E 216
ENGR,Agricultural Engineering- B.S. - land and water resources engineering option,A B E 218
ENGR,Agricultural Engineering- B.S. - land and water resources engineering option,E M 274
ENGR,Agricultural Engineering- B.S. - land and water resources engineering option,A B E 201
ENGR,Agricultural Engineering- B.S. - land and water resources engineering option,MATH 266
ENGR,Agricultural Engineering- B.S. - land and water resources engineering option,E M 324
ENGR,Agricultural Engineering- B.S. - land and water resources engineering option,BIOL 211 
ENGR,Agricultural Engineering- B.S. - land and water resources engineering option,A B E 316
ENGR,Agricultural Engineering- B.S. - land and water resources engineering option,A B E 478
ENGR,Agricultural Engineering- B.S. - land and water resources engineering option,A B E 363
ENGR,Agricultural Engineering- B.S. - land and water resources engineering option,C E 333
ENGR,Agricultural Engineering- B.S. - land and water resources engineering option,C E 332
ENGR,Agricultural Engineering- B.S. - land and water resources engineering option,I E 305
ENGR,Agricultural Engineering- B.S. - land and water resources engineering option,E M 327
ENGR,Agricultural Engineering- B.S. - land and water resources engineering option,E M 378
ENGR,Agricultural Engineering- B.S. - land and water resources engineering option,AN S 114
ENGR,Agricultural Engineering- B.S. - land and water resources engineering option,A B E 415
ENGR,Agricultural Engineering- B.S. - land and water resources engineering option,A B E 416
ENGR,Agricultural Engineering- B.S. - land and water resources engineering option,A B E 404
ENGR,Agricultural Engineering- B.S. - land and water resources engineering option,A B E 469
ENGR,Agricultural Engineering- B.S. - land and water resources engineering option,M E 436
ENGR,Agricultural Engineering- B.S. - land and water resources engineering option,A B E 472
ENGR,Agricultural Engineering- B.S. - land and water resources engineering option,ENGR 101
ENGR,Agricultural Engineering- B.S. - land and water resources engineering option,A B E 110
ENGR,Agricultural Engineering- B.S. - land and water resources engineering option,A B E 170
ENGR,Agricultural Engineering- B.S. - land and water resources engineering option,A B E 160
ENGR,Agricultural Engineering- B.S. - land and water resources engineering option,CHEM 167
ENGR,Agricultural Engineering- B.S. - land and water resources engineering option,MATH 166
ENGR,Agricultural Engineering- B.S. - land and water resources engineering option,MATH 165
ENGR,Agricultural Engineering- B.S. - land and water resources engineering option,ENGL 250
ENGR,Agricultural Engineering- B.S. - land and water resources engineering option,ENGL 150
ENGR,Agricultural Engineering- B.S. - land and water resources engineering option,LIB 160
ENGR,Agricultural Engineering- B.S. - land and water resources engineering option,A B E 216
ENGR,Agricultural Engineering- B.S. - land and water resources engineering option,A B E 218
ENGR,Agricultural Engineering- B.S. - land and water resources engineering option,E M 274
ENGR,Agricultural Engineering- B.S. - land and water resources engineering option,A B E 201
ENGR,Agricultural Engineering- B.S. - land and water resources engineering option,MATH 266
ENGR,Agricultural Engineering- B.S. - land and water resources engineering option,E M 324
ENGR,Agricultural Engineering- B.S. - land and water resources engineering option,AGRON 181
ENGR,Agricultural Engineering- B.S. - land and water resources engineering option,M E 231
ENGR,Agricultural Engineering- B.S. - land and water resources engineering option,AGRON 182
ENGR,Agricultural Engineering- B.S. - land and water resources engineering option,STAT 305
ENGR,Agricultural Engineering- B.S. - land and water resources engineering option,BIOL 251 
ENGR,Agricultural Engineering- B.S. - land and water resources engineering option,A B E 316
ENGR,Agricultural Engineering- B.S. - land and water resources engineering option,C E 326
ENGR,Agricultural Engineering- B.S. - land and water resources engineering option,A B E 363
ENGR,Agricultural Engineering- B.S. - land and water resources engineering option,C E 372
ENGR,Agricultural Engineering- B.S. - land and water resources engineering option,E M 327
ENGR,Agricultural Engineering- B.S. - land and water resources engineering option,MICRO 201
ENGR,Agricultural Engineering- B.S. - land and water resources engineering option,E M 378
ENGR,Agricultural Engineering- B.S. - land and water resources engineering option,A B E 415
ENGR,Agricultural Engineering- B.S. - land and water resources engineering option,A B E 416
ENGR,Agricultural Engineering- B.S. - land and water resources engineering option,A B E 404
ENGR,Agricultural Engineering- B.S. - land and water resources engineering option,I E 305
ENGR,Agricultural Engineering- B.S. - land and water resources engineering option,A B E 431
ENGR,Agricultural Engineering- B.S. - land and water resources engineering option,GEOL 201
ENGR,Biological Systems Engineering- B.S. - bioenvironmental engr option,ENGL 150
ENGR,Biological Systems Engineering- B.S. - bioenvironmental engr option,ENGL 250
ENGR,Biological Systems Engineering- B.S. - bioenvironmental engr option,LIB 160
ENGR,Biological Systems Engineering- B.S. - bioenvironmental engr option,AGEDS 311
ENGR,Biological Systems Engineering- B.S. - bioenvironmental engr option,ENGL 309
ENGR,Biological Systems Engineering- B.S. - bioenvironmental engr option,MKT 343
ENGR,Biological Systems Engineering- B.S. - bioenvironmental engr option,ENGL 314
ENGR,Biological Systems Engineering- B.S. - bioenvironmental engr option,SP CM 212
ENGR,Biological Systems Engineering- B.S. - bioenvironmental engr option,A B E 160
ENGR,Biological Systems Engineering- B.S. - bioenvironmental engr option,CHEM 167
ENGR,Biological Systems Engineering- B.S. - bioenvironmental engr option,ENGL 150
ENGR,Biological Systems Engineering- B.S. - bioenvironmental engr option,ENGL 250
ENGR,Biological Systems Engineering- B.S. - bioenvironmental engr option,ENGR 101
ENGR,Biological Systems Engineering- B.S. - bioenvironmental engr option,LIB 160
ENGR,Biological Systems Engineering- B.S. - bioenvironmental engr option,MATH 165
ENGR,Biological Systems Engineering- B.S. - bioenvironmental engr option,MATH 166
ENGR,Biological Systems Engineering- B.S. - bioenvironmental engr option,PHYS 221
ENGR,Biological Systems Engineering- B.S. - bioenvironmental engr option,BIOL 212
ENGR,Biological Systems Engineering- B.S. - bioenvironmental engr option,CHEM 231
ENGR,Biological Systems Engineering- B.S. - bioenvironmental engr option,CHEM 331
ENGR,Biological Systems Engineering- B.S. - bioenvironmental engr option,MATH 267
ENGR,Biological Systems Engineering- B.S. - bioenvironmental engr option,MICRO 302
ENGR,Biological Systems Engineering- B.S. - bioenvironmental engr option,STAT 305
ENGR,Biological Systems Engineering- B.S. - bioenvironmental engr option,CHEM 211
ENGR,Biological Systems Engineering- B.S. - bioenvironmental engr option,CHEM 332
ENGR,Biological Systems Engineering- B.S. - bioenvironmental engr option,FS HN 311
ENGR,Biological Systems Engineering- B.S. - bioenvironmental engr option,A B E 216
ENGR,Biological Systems Engineering- B.S. - bioenvironmental engr option,A B E 218
ENGR,Biological Systems Engineering- B.S. - bioenvironmental engr option,A B E 273
ENGR,Biological Systems Engineering- B.S. - bioenvironmental engr option,A B E 316
ENGR,Biological Systems Engineering- B.S. - bioenvironmental engr option,A B E 363
ENGR,Biological Systems Engineering- B.S. - bioenvironmental engr option,A B E 380
ENGR,Biological Systems Engineering- B.S. - bioenvironmental engr option,A B E 404
ENGR,Biological Systems Engineering- B.S. - bioenvironmental engr option,A B E 415
ENGR,Biological Systems Engineering- B.S. - bioenvironmental engr option,A B E 416
ENGR,Biological Systems Engineering- B.S. - bioenvironmental engr option,A B E 451
ENGR,Biological Systems Engineering- B.S. - bioenvironmental engr option,A B E 480
ENGR,Biological Systems Engineering- B.S. - bioenvironmental engr option,E M 274
ENGR,Biological Systems Engineering- B.S. - bioenvironmental engr option,E M 324
